id,ms,x,y,z
1574,28884,0.27,0.61,9.64
1575,28901,0.36,0.56,9.37
1576,28917,0.19,0.61,9.54
1577,28934,0.25,0.5,10.19
1578,28950,0.17,0.57,9.85
1579,28971,0.23,0.56,9.48
1580,28987,0.17,0.56,9.69
1581,29004,0.04,0.71,9.62
1582,29020,0.21,0.54,9.64
1583,29036,0.06,0.67,9.87
1584,29053,0.08,0.61,9.92
1585,29069,0.19,0.54,9.52
1586,29086,0.25,0.57,9.77
1587,29102,0.04,0.63,9.06
1588,29119,0.19,0.63,9.27
1589,29135,0.31,0.61,9.41
1590,29151,0.33,0.63,9.41
1591,29168,0.44,0.54,9.27
1592,29184,0.25,0.57,9.6
1593,29201,0.29,0.5,9.83
1594,29221,0.17,0.54,9.67
1595,29238,0.21,0.54,9.54
1596,29253,0.21,0.54,9.39
1597,29269,0.4,0.54,9.73
1598,29286,0.17,0.61,10.02
1599,29302,0.23,0.63,9.77
1600,29319,0.29,0.54,9.54
1601,29335,0.11,0.48,9.66
1602,29352,0.29,0.5,9.56
1603,29368,0.21,0.46,9.58
1604,29385,0.17,0.48,9.56
1605,29401,0.21,0.57,9.89
1606,29421,0.19,0.73,9.27
1607,29438,0.23,0.56,9.92
1608,29454,0.27,0.54,9.29
1609,29471,0.15,0.56,9.41
1610,29487,0.15,0.52,9.66
1611,29504,0.34,0.44,9.92
1612,29520,0.29,0.4,9.39
1613,29536,0.15,0.52,9.52
1614,29553,0.31,0.52,9.73
1615,29569,0.17,0.69,8.99
1616,29586,0.21,0.61,9.14
1617,29602,0.27,0.63,9.31
1618,29618,0.33,0.69,9.45
1619,29634,0.15,0.44,9.75
1620,29650,0.25,0.46,9.45
1621,29667,0.15,0.59,9.29
1622,29687,0.23,0.46,9.5
1623,29704,0.19,0.56,9.54
1624,29720,0.17,0.75,9.62
1625,29737,0.29,0.5,9.75
1626,29753,0.27,0.61,9.81
1627,29770,0.08,0.52,9.56
1628,29786,0.15,0.63,9.6
1629,29802,0.17,0.65,9.23
1630,29819,0.13,0.63,9.6
1631,29835,0.25,0.67,9.22
1632,29852,0.27,0.54,9.56
1633,29868,0.21,0.67,9.62
1634,29885,0.48,0.54,9.41
1635,29901,0.23,0.61,9.14
1636,29917,0.19,0.54,9.58
1637,29934,0.13,0.5,9.87
1638,29954,0.19,0.56,9.54
1639,29971,0.19,0.88,9.64
1640,29987,0.17,0.59,9.85
1641,30003,0.15,0.52,9.66
1642,30019,0.11,0.57,9.64
1643,30035,0.29,0.57,9.6
1644,30052,0.27,0.63,9.22
1645,30068,0.21,0.44,9.89
1646,30085,0.19,0.48,9.54
1647,30101,0.23,0.48,9.92
1648,30118,0.02,0.52,10.1
1649,30134,0.38,0.59,9.39
1650,30154,0.54,0.63,9.45
1651,30171,0.17,0.52,9.33
1652,30187,0.21,0.75,9.25
1653,30204,0.21,0.54,9.43
1654,30220,0.19,0.59,9.58
1655,30237,0.04,0.52,10.04
1656,30253,0.13,0.48,9.27
1657,30270,0.27,0.48,9.52
1658,30286,0.23,0.65,9.73
1659,30302,0.21,0.46,9.45
1660,30319,0.21,0.56,9.27
1661,30335,0.13,0.57,9.54
1662,30356,0.25,0.48,9.6
1663,30371,0.21,0.29,9.45
1664,30388,0.27,-0.08,9.75
1665,30404,0.38,0.23,9.52
1666,30421,0.23,0.38,9.14
1667,30437,0.17,0.63,9.71
1668,30453,0.34,0.73,9.67
1669,30470,0.23,0.79,9.35
1670,30486,0.17,0.94,9.52
1671,30503,0.29,1.09,9.79
1672,30519,0.15,0.88,9.58
1673,30536,0.13,0.65,9.27
1674,30556,0.21,0.84,9.39
1675,30572,0.15,0.9,9.39
1676,30589,0.15,0.8,9.67
1677,30605,0.25,0.63,9.5
1678,30622,0.06,0.73,9.22
1679,30638,0.17,0.54,9.45
1680,30655,0.17,0.59,9.56
1681,30671,0.25,0.31,9.71
1682,30687,0.23,0.59,9.5
1683,30704,0.19,0.63,9.25
1684,30720,0.13,0.71,9.35
1685,30737,0.17,0.63,9.1
1686,30752,0.21,0.59,9.23
1687,30769,0.25,0.71,9.54
1688,30785,0.21,0.77,9.37
1689,30801,0.19,0.82,9.58
1690,30822,0.17,0.61,9.46
1691,30838,0.08,0.63,9.87
1692,30855,0.19,0.48,9.56
1693,30871,0.19,0.33,9.58
1694,30888,0.19,0.67,9.41
1695,30904,0.34,0.67,9.52
1696,30921,0.17,0.69,9.75
1697,30937,0.25,0.92,9.29
1698,30953,0.15,0.86,9.29
1699,30970,0.19,0.88,9.69
1700,30986,0.15,0.65,9.48
1701,31003,0.04,0.71,9.9
1702,31019,0.21,0.82,9.48
1703,31036,0.19,0.65,9.62
1704,31052,0.27,0.65,9.2
1705,31068,0.31,0.57,9.43
1706,31089,0.19,0.5,9.29
1707,31105,0.15,0.63,9.79
1708,31121,0.29,0.65,9.81
1709,31137,0.15,0.34,9.75
1710,31154,0.17,0.77,9.66
1711,31170,0.15,0.73,9.29
1712,31186,0.4,0.63,9.6
1713,31203,0.19,0.69,9.6
1714,31219,0.15,0.61,9.94
1715,31236,0.29,0.57,9.6
1716,31252,0.19,0.54,9.62
1717,31269,0.1,0.48,9.87
1718,31285,0.25,0.59,9.66
1719,31301,0.19,0.56,9.66
1720,31318,0.15,0.75,9.66
1721,31334,0.21,0.71,9.31
1722,31355,0.23,0.63,9.77
1723,31371,0.25,0.67,9.43
1724,31388,0.36,0.69,9.12
1725,31404,0.19,0.69,9.48
1726,31421,0.23,0.67,9.6
1727,31437,0.15,0.59,9.54
1728,31453,0.27,0.69,9.41
1729,31470,0.27,0.75,9.25
1730,31486,0.1,0.71,9.6
1731,31502,0.27,0.63,9.64
1732,31518,0.25,0.56,9.43
1733,31535,0.13,0.67,9.58
1734,31551,0.08,0.54,9.67
1735,31567,0.08,0.56,9.67
1736,31584,0.25,0.57,9.54
1737,31600,0.23,0.67,9.94
1738,31621,0.27,0.71,9.39
1739,31637,0.21,0.69,9.54
1740,31654,0.25,0.5,9.83
1741,31670,0.15,0.82,9.23
1742,31686,0.23,0.73,9.16
1743,31703,0.29,0.63,9.58
1744,31719,0.27,0.75,9.37
1745,31736,0.1,0.75,9.98
1746,31752,0.17,0.69,9.71
1747,31769,0.21,0.67,9.29
1748,31785,0.42,0.4,9.14
1749,31801,0.19,0.36,9.58
1750,31818,0.04,0.77,9.33
1751,31834,0.02,0.98,9.69
1752,31851,0.17,0.59,9.62
1753,31866,0.33,0.79,9.12
1754,31887,-2.3,18.37,16.15
1755,31907,-4.64,1.61,5.59
1756,31924,0.11,1.84,15.1
1757,31940,5.13,0.71,7.11
1758,31957,2.38,-0.08,8.28
1759,31977,-3.37,1.69,10.15
1760,31993,0.71,2.45,9.52
1761,32010,1.46,1.59,8.95
1762,32030,-1.36,0.06,10.98
1763,32047,1.69,1.26,9.06
1764,32063,-0.69,-0.13,10.35
1765,32080,1.02,0.73,9.66
1766,32100,-0.48,0.56,9.67
1767,32117,0.31,1.09,9.56
1768,32133,0.23,0.92,9.56
1769,32150,0.15,1.0,9.56
1770,32166,0.23,1.05,9.83
1771,32182,0.1,0.86,9.6
1772,32199,0.34,1.02,9.22
1773,32215,0.52,0.84,9.62
1774,32232,0.57,0.82,9.39
1775,32247,0.27,0.96,9.5
1776,32264,0.23,0.9,9.77
1777,32284,0.27,0.9,9.31
1778,32300,0.21,0.71,9.56
1779,32317,0.11,0.56,9.9
1780,32333,0.17,0.63,9.45
1781,32350,0.23,1.15,9.6
1782,32366,0.17,0.98,9.64
1783,32383,0.15,0.84,9.54
1784,32399,0.36,0.77,9.2
1785,32415,0.21,0.77,9.62
1786,32432,0.34,0.9,9.31
1787,32448,0.36,0.77,9.58
1788,32465,0.21,0.9,9.56
1789,32481,0.19,0.84,9.64
1790,32498,0.25,0.79,9.39
1791,32514,0.19,0.77,9.52
1792,32530,0.33,0.86,9.41
1793,32551,0.13,0.86,9.75
1794,32567,0.21,0.79,9.41
1795,32584,0.13,0.86,9.71
1796,32600,0.25,0.86,9.35
1797,32616,0.19,0.96,9.23
1798,32632,0.21,0.9,9.64
1799,32649,0.36,0.79,9.58
1800,32665,0.25,0.84,9.31
1801,32681,0.19,0.86,9.56
1802,32698,0.11,0.84,9.83
1803,32714,0.27,0.82,9.37
1804,32731,0.23,0.79,9.54
1805,32747,0.31,0.82,9.58
1806,32764,0.11,0.69,9.75
1807,32780,0.25,0.67,9.9
1808,32796,0.29,0.94,9.66
1809,32813,0.08,0.8,9.98
1810,32833,0.25,0.8,9.81
1811,32850,0.25,0.82,9.58
1812,32866,0.38,0.9,9.35
1813,32883,0.44,0.69,9.62
1814,32899,0.25,0.86,9.85
1815,32916,0.34,0.82,9.39
1816,32932,0.38,0.94,9.73
1817,32948,0.29,0.86,9.35
1818,32965,0.21,0.98,9.48
1819,32981,-0.02,0.9,9.75
1820,32997,0.44,0.77,9.45
1821,33017,0.13,0.86,9.89
1822,33034,0.19,0.86,9.25
1823,33050,0.21,0.9,9.31
1824,33066,0.29,0.84,9.33
1825,33083,0.23,0.86,9.56
1826,33099,0.17,0.86,9.73
1827,33116,0.33,1.02,9.31
1828,33132,0.23,0.92,9.66
1829,33149,0.19,0.94,9.46
1830,33165,0.38,0.9,9.27
1831,33181,0.11,0.82,9.79
1832,33198,0.19,0.71,9.56
1833,33214,0.27,0.75,9.23
1834,33231,0.38,0.67,9.87
1835,33247,0.27,0.38,9.64
1836,33264,0.38,0.59,9.25
1837,33284,0.31,0.69,9.45
1838,33301,0.19,0.75,9.75
1839,33317,0.17,0.77,9.73
1840,33333,0.06,0.94,9.64
1841,33350,0.21,0.84,9.52
1842,33365,0.21,0.79,9.6
1843,33382,0.19,0.79,9.64
1844,33398,0.27,0.88,9.46
1845,33415,0.23,0.9,9.12
1846,33431,0.13,0.88,9.64
1847,33447,0.15,0.9,9.6
1848,33464,0.52,0.75,9.1
1849,33480,0.19,0.84,9.58
1850,33497,0.44,0.75,9.46
1851,33513,0.27,0.9,9.87
1852,33530,0.25,0.84,9.43
1853,33550,0.29,0.84,9.08
1854,33566,0.27,0.92,9.62
1855,33583,0.19,0.86,9.54
1856,33599,0.36,0.86,9.16
1857,33616,0.31,0.84,9.69
1858,33632,0.25,0.82,9.33
1859,33649,0.38,0.8,9.46
1860,33665,0.27,0.71,9.64
1861,33681,0.0,0.92,9.71
1862,33698,0.21,0.86,9.67
1863,33714,0.4,0.86,9.23
1864,33731,0.0,0.98,9.48
1865,33746,0.19,0.86,9.54
1866,33763,0.36,0.8,9.31
1867,33779,0.31,0.82,9.69
1868,33796,0.23,0.86,9.16
1869,33816,0.23,0.82,9.46
1870,33832,0.1,0.84,9.85
1871,33849,0.29,0.79,9.69
1872,33865,0.23,0.73,9.5
1873,33882,0.36,0.82,9.35
1874,33898,-0.02,0.84,9.69
1875,33915,0.04,0.94,9.83
1876,33931,0.23,0.82,9.5
1877,33952,-0.02,0.79,9.73
1878,33968,0.27,0.79,9.5
1879,33984,0.13,0.73,9.66
1880,34001,0.02,0.9,9.23
1881,34017,0.17,0.88,9.58
1882,34034,0.36,0.86,9.64
1883,34050,0.15,0.9,9.56
1884,34067,0.19,0.94,9.9
1885,34083,0.23,0.86,9.62
1886,34099,0.23,0.71,9.73
1887,34115,0.25,0.73,9.56
1888,34131,0.23,0.69,9.69
1889,34148,0.29,0.79,9.87
1890,34164,0.23,0.8,9.37
1891,34181,0.27,0.84,9.6
1892,34197,0.04,0.79,9.87
1893,34218,0.19,1.0,9.2
1894,34234,0.17,0.88,9.54
1895,34250,0.04,0.8,9.79
1896,34267,0.25,0.9,9.58
1897,34283,0.17,0.84,9.69
1898,34300,0.31,0.82,9.56
1899,34316,0.25,0.8,9.46
1900,34332,-0.1,0.98,9.29
1901,34349,0.34,0.8,9.73
1902,34365,0.25,0.84,9.52
1903,34382,0.38,0.82,9.18
1904,34398,0.34,0.77,9.56
1905,34419,0.25,0.86,9.33
1906,34435,0.11,0.88,9.75
1907,34452,0.21,0.8,9.48
1908,34468,0.23,0.8,9.45
1909,34483,0.23,0.94,9.41
1910,34500,0.04,0.92,9.75
1911,34516,0.4,0.71,9.43
1912,34533,0.27,0.75,9.41
1913,34549,0.11,0.84,9.89
1914,34566,0.44,0.9,9.46
1915,34582,0.25,0.86,8.91
1916,34598,0.15,0.75,9.89
1917,34615,0.38,0.77,9.43
1918,34631,0.19,0.84,9.1
1919,34648,0.23,0.84,9.45
1920,34664,0.15,0.94,9.48
1921,34685,0.44,0.84,9.41
1922,34701,0.17,0.82,9.6
1923,34718,0.56,0.88,9.48
1924,34734,0.17,0.88,9.67
1925,34750,0.21,0.9,9.64
1926,34767,0.31,0.84,10.0
1927,34783,0.17,0.82,9.58
1928,34805,0.13,0.92,9.58
1929,34816,0.19,0.9,9.12
1930,34833,0.21,0.84,9.5
1931,34849,0.48,0.79,9.45
1932,34864,0.17,0.9,9.5
1933,34885,0.23,0.86,9.58
1934,34901,0.08,0.88,9.67
1935,34918,0.17,0.86,9.54
1936,34934,0.21,0.88,9.22
1937,34951,0.25,0.9,9.6
1938,34967,0.34,0.92,9.35
1939,34983,0.23,0.82,9.81
1940,35000,0.17,0.92,9.58
1941,35016,0.52,0.9,9.87
1942,35033,0.29,0.86,9.52
1943,35049,0.21,0.79,9.46
1944,35066,0.1,0.73,9.66
1945,35082,0.36,0.79,9.56
1946,35098,0.21,0.88,9.9
1947,35115,0.15,0.9,9.64
1948,35131,0.27,0.94,9.48
1949,35152,0.17,0.75,9.81
1950,35168,0.15,0.73,9.87
1951,35185,0.42,0.69,9.39
1952,35202,0.19,0.8,9.71
1953,35218,0.13,0.94,9.58
1954,35233,0.38,0.77,9.64
1955,35249,0.15,0.79,9.46
1956,35266,0.19,0.84,9.54
1957,35282,0.29,0.88,9.22
1958,35299,0.13,0.73,9.71
1959,35315,0.21,0.84,9.62
1960,35332,0.25,0.88,9.83
1961,35348,0.29,0.98,9.46
1962,35364,0.19,0.82,9.9
1963,35381,0.19,0.9,9.39
1964,35397,0.27,0.77,9.22
1965,35418,0.15,0.86,9.75
1966,35434,0.19,0.82,9.62
1967,35451,0.13,0.79,9.64
1968,35467,0.0,1.02,9.43
1969,35483,0.23,0.94,9.6
1970,35500,0.19,1.03,9.41
1971,35516,0.23,0.98,9.29
1972,35533,0.27,0.94,9.6
1973,35549,0.13,0.98,9.27
1974,35566,0.42,0.96,9.23
1975,35582,0.48,0.79,9.6
1976,35598,0.17,0.82,9.77
1977,35618,0.1,0.96,10.02
1978,35634,0.29,0.73,9.5
1979,35651,0.23,0.9,9.58
1980,35667,0.21,0.92,9.48
1981,35684,0.31,0.92,9.41
1982,35700,0.34,0.8,9.27
1983,35717,0.27,0.94,9.58
1984,35733,0.29,0.86,9.58
1985,35749,0.38,0.77,9.81
1986,35766,0.15,0.79,9.39
1987,35782,0.19,0.9,9.6
1988,35799,0.19,0.9,9.83
1989,35815,0.27,0.86,9.46
1990,35832,0.13,0.92,9.87
1991,35848,0.23,0.75,9.69
1992,35864,0.27,0.9,9.27
1993,35885,0.23,0.96,9.46
1994,35901,0.38,0.9,9.58
1995,35918,0.19,0.9,9.23
1996,35934,0.23,0.9,9.33
1997,35951,0.27,0.82,9.69
1998,35967,0.23,0.9,9.2
1999,35982,0.27,0.86,9.41
2000,35999,0.19,0.84,9.56
2001,36015,0.0,0.96,9.92
2002,36032,0.25,0.86,9.75
2003,36048,0.15,0.94,9.48
2004,36065,0.25,0.9,9.66
2005,36085,-0.02,1.03,9.73
2006,36102,0.56,0.75,9.27
2007,36118,0.17,0.82,9.56
2008,36134,0.17,0.86,9.52
2009,36151,0.27,0.86,9.25
2010,36167,0.19,0.88,9.22
2011,36184,0.25,0.88,9.48
2012,36200,0.23,0.88,9.6
2013,36217,0.13,1.0,9.52
2014,36233,0.15,1.0,9.71
2015,36249,0.19,0.96,9.56
2016,36266,0.34,0.79,9.31
2017,36282,0.13,0.86,9.6
2018,36299,0.19,0.84,9.56
2019,36315,0.04,0.84,9.77
2020,36332,0.21,0.88,9.6
2021,36351,0.19,0.82,8.95
2022,36367,0.13,0.9,9.6
2023,36384,0.42,0.82,9.1
2024,36400,0.29,1.19,9.87
2025,36417,0.13,0.84,9.64
2026,36433,0.31,0.69,9.62
2027,36450,0.13,0.96,9.62
2028,36466,0.25,0.92,9.6
2029,36483,0.31,0.84,10.02
2030,36499,0.21,0.96,9.79
2031,36515,0.27,1.0,9.5
2032,36532,0.21,0.44,9.5
2033,36552,0.08,0.57,9.71
2034,36569,0.44,0.79,9.41
2035,36585,0.31,0.69,9.69
2036,36602,0.11,0.54,9.48
2037,36618,-0.02,0.25,9.22
2038,36634,-0.19,0.42,9.94
2039,36651,0.02,0.8,9.66
2040,36667,0.21,1.19,9.87
2041,36688,0.23,1.34,9.87
2042,36704,0.29,1.71,9.37
2043,36721,0.52,3.3,8.89
2044,36736,0.1,1.9,9.41
2045,36753,-0.04,0.65,9.48
2046,36769,-0.04,0.0,9.23
2047,36790,0.38,-0.34,9.56
2048,36806,0.13,-1.3,9.64
2049,36822,0.11,-1.59,9.83
2050,36843,0.11,-1.15,9.85
2051,36859,0.79,-0.17,8.99
2052,36876,0.08,-0.56,9.54
2053,36892,0.02,0.02,9.62
2054,36909,0.0,0.42,9.98
2055,36929,-0.06,0.69,9.75
2056,36946,-0.1,0.79,9.23
2057,36962,0.08,0.82,9.16
2058,36978,0.82,0.61,9.0
2059,36995,0.29,0.38,9.58
2060,37011,0.1,0.34,9.2
2061,37028,0.06,0.13,9.43
2062,37048,0.02,-0.06,9.62
2063,37065,0.02,-0.36,9.73
2064,37081,0.82,-0.15,9.45
2065,37101,0.34,-0.44,9.85
2066,37117,0.31,-0.19,9.48
2067,37134,0.11,0.1,9.39
2068,37150,-0.1,0.31,9.9
2069,37166,0.27,0.42,9.48
2070,37183,0.73,0.38,9.79
2071,37199,0.11,0.36,9.94
2072,37220,-0.02,0.25,9.54
2073,37236,0.04,0.1,9.89
2074,37253,0.21,-0.02,9.67
2075,37269,0.79,-0.04,9.39
2076,37290,0.08,-0.17,9.67
2077,37306,-0.17,-0.06,9.52
2078,37326,-0.31,0.02,9.62
2079,37343,0.48,0.21,9.54
2080,37359,0.38,0.31,9.54
2081,37376,0.0,0.23,9.89
2082,37392,0.08,0.23,9.66
2083,37409,0.15,0.15,9.83
2084,37425,0.42,0.13,9.48
2085,37442,0.1,-0.15,9.85
2086,37462,-0.15,-0.1,9.45
2087,37477,0.27,0.08,9.6
2088,37494,0.34,0.1,9.67
2089,37510,0.1,0.17,9.37
2090,37527,0.19,0.15,9.71
2091,37543,0.21,0.17,9.58
2092,37560,0.42,0.08,8.99
2093,37580,0.11,-0.02,9.66
2094,37597,0.17,-0.06,9.33
2095,37613,0.15,0.1,9.75
2096,37629,-0.1,0.0,9.67
2097,37646,0.29,0.11,9.25
2098,37662,0.29,0.15,8.95
2099,37683,0.36,0.08,9.66
2100,37699,0.15,0.11,9.62
2101,37716,0.17,0.08,9.27
2102,37732,0.21,0.08,9.45
2103,37749,0.17,0.0,9.89
2104,37765,0.25,0.0,9.81
2105,37781,0.21,0.06,9.62
2106,37798,0.06,0.1,10.15
2107,37814,0.11,0.08,9.58
2108,37831,0.33,0.19,9.33
2109,37846,0.23,0.08,9.75
2110,37867,-0.02,0.13,9.54
2111,37883,0.17,0.02,9.6
2112,37899,0.17,-0.02,9.94
2113,37916,0.11,0.0,9.92
2114,37932,0.17,0.1,9.77
2115,37953,0.21,0.08,10.02
2116,37969,0.06,0.08,9.6
2117,37986,0.17,0.08,9.62
2118,38002,0.46,0.06,9.23
2119,38019,0.23,0.06,9.41
2120,38035,0.13,-0.02,9.31
2121,38051,0.25,0.17,9.45
2122,38068,0.19,0.06,9.64
2123,38084,0.06,0.15,9.43
2124,38101,0.21,0.06,9.66
2125,38117,0.21,0.08,9.62
2126,38138,0.1,-0.02,10.15
2127,38154,0.19,0.06,9.66
2128,38171,0.29,0.1,9.54
2129,38191,-6.53,3.58,21.04
2130,38208,-1.88,-0.92,1.72
2131,38227,1.65,-0.08,3.66
2132,38243,0.44,-0.5,7.11
2133,38260,0.11,-0.13,8.56
2134,38280,-0.34,0.23,9.54
2135,38297,-0.38,0.59,9.54
2136,38313,-0.23,0.34,9.64
2137,38330,-0.21,0.27,9.22
2138,38350,-0.08,0.13,9.2
2139,38367,-0.29,0.1,9.77
2140,38383,-0.15,0.11,9.35
2141,38404,-0.25,0.13,9.37
2142,38420,-0.11,0.1,9.66
2143,38437,-0.04,0.11,9.69
2144,38457,0.63,0.69,10.36
2145,38473,1.25,0.29,9.39
2146,38490,1.15,0.19,9.22
2147,38506,1.17,-0.08,9.2
2148,38523,0.36,-0.77,8.93
2149,38543,-0.06,-0.42,9.58
2150,38564,-0.23,-0.25,10.13
2151,38580,-0.13,0.25,9.23
2152,38596,-0.08,0.38,9.23
2153,38616,-0.1,0.52,9.04
2154,38633,0.0,0.33,9.71
2155,38649,-0.1,0.46,9.58
2156,38665,-0.33,0.38,9.66
2157,38686,-0.25,0.42,9.52
2158,38702,-0.08,0.15,9.62
2159,38719,-0.06,0.17,9.5
2160,38739,-0.06,0.15,9.6
2161,38756,-0.04,0.1,9.56
2162,38772,-0.06,0.17,9.94
2163,38789,1.26,0.13,8.39
2164,38805,0.98,0.11,9.04
2165,38826,0.98,-0.04,9.45
2166,38842,0.23,-0.31,9.75
2167,38863,-0.06,-0.17,9.5
2168,38879,0.0,-0.11,10.12
2169,38900,-0.08,0.1,9.67
2170,38916,-0.08,0.19,9.64
2171,38932,-0.15,0.4,9.83
2172,38953,-0.11,0.34,9.9
2173,38968,-0.08,0.52,9.48
2174,38985,-0.15,0.46,9.58
2175,39001,-0.11,0.44,9.83
2176,39022,0.0,0.42,9.83
2177,39038,0.04,0.25,9.77
2178,39055,0.0,0.17,9.6
2179,39071,0.54,0.19,9.58
2180,39087,0.8,0.15,9.54
2181,39104,0.82,-0.08,9.67
2182,39120,0.02,-0.19,9.45
2183,39141,0.21,-0.27,9.41
2184,39157,0.13,-0.08,9.22
2185,39174,0.04,-0.04,9.6
2186,39190,0.02,0.1,9.73
2187,39211,-0.04,0.27,9.81
2188,39227,-0.06,0.4,9.75
2189,39244,0.08,0.52,9.43
2190,39260,0.1,0.48,9.43
2191,39280,-0.04,0.44,9.87
2192,39297,0.42,0.52,9.45
2193,39313,0.88,0.4,9.33
2194,39330,0.71,0.21,9.45
2195,39345,0.15,-0.02,9.92
2196,39366,-0.04,-0.21,9.75
2197,39382,-0.02,-0.29,9.37
2198,39403,-0.06,-0.17,9.89
2199,39419,-0.02,0.1,9.18
2200,39436,0.08,0.29,9.66
2201,39452,0.0,0.29,9.69
2202,39473,-0.02,0.42,10.17
2203,39489,0.82,0.36,9.54
2204,39505,0.57,0.38,9.35
2205,39522,0.23,0.1,9.46
2206,39538,0.25,-0.08,9.98
2207,39559,0.0,-0.23,9.94
2208,39575,-0.1,-0.15,9.9
2209,39592,0.0,0.02,9.62
2210,39608,0.0,0.27,9.62
2211,39624,0.86,0.31,9.12
2212,39641,0.71,0.23,9.6
2213,39657,0.15,0.19,9.77
2214,39678,0.17,-0.04,9.89
2215,39694,-0.08,0.04,9.39
2216,39711,-0.04,0.1,9.27
2217,39730,-0.06,0.1,9.85
2218,39747,0.21,0.23,9.5
2219,39763,0.77,0.19,9.69
2220,39779,0.31,0.17,9.69
2221,39796,0.1,-0.04,10.0
2222,39817,-0.13,-0.25,10.19
2223,39837,0.15,-0.1,9.83
2224,39853,0.11,0.15,9.85
2225,39870,0.52,0.44,9.56
2226,39886,0.5,0.27,9.5
2227,39903,0.06,0.04,9.92
2228,39919,-0.04,0.0,9.56
2229,39936,0.19,-0.02,9.33
2230,39956,0.11,0.25,9.39
2231,39973,0.46,0.19,9.29
2232,39989,0.44,0.23,9.18
2233,40005,0.13,0.11,9.64
2234,40022,0.08,0.0,9.85
2235,40038,-0.02,0.29,9.37
2236,40055,0.13,0.15,9.85
2237,40071,0.33,0.25,9.35
2238,40088,0.42,0.19,9.12
2239,40103,0.23,0.0,9.66
2240,40123,0.04,-0.04,9.08
2241,40140,0.1,-0.11,9.85
2242,40156,0.29,0.06,9.81
2243,40173,0.4,0.31,9.5
2244,40189,0.17,0.1,10.13
2245,40210,0.04,0.08,10.02
2246,40226,0.08,0.02,9.64
2247,40243,-0.02,0.19,9.6
2248,40259,0.23,0.17,9.5
2249,40275,0.29,0.13,9.83
2250,40292,0.19,0.04,9.29
2251,40312,0.15,-0.02,9.71
2252,40329,0.15,0.0,9.85
2253,40345,0.11,0.13,9.9
2254,40362,0.27,0.29,9.33
2255,40378,0.15,0.17,9.56
2256,40395,-0.02,0.04,9.92
2257,40411,0.15,0.06,9.27
2258,40427,0.11,0.13,9.67
2259,40448,0.11,0.1,10.04
2260,40464,0.25,0.06,9.46
2261,40480,0.17,0.04,9.62
2262,40496,0.13,0.1,9.22
2263,40513,0.23,0.08,9.67
2264,40529,0.25,0.15,9.52
2265,40545,0.29,0.1,9.56
2266,40562,0.29,0.11,9.48
2267,40578,0.11,0.17,9.45
2268,40595,0.19,0.06,9.66
2269,40611,0.21,0.08,9.83
2270,40632,0.21,0.08,10.04
2271,40648,0.21,0.13,9.45
2272,40664,0.19,0.08,9.48
2273,40681,0.29,0.06,9.48
2274,40697,0.19,0.17,9.79
2275,40714,0.5,0.1,9.52
2276,40730,0.19,0.11,9.46
2277,40747,0.21,0.15,9.1
2278,40763,0.17,0.08,9.77
2279,40780,0.17,0.08,9.6
2280,40796,0.19,0.04,9.92
2281,40812,0.34,0.04,9.66
2282,40829,0.15,0.1,9.9
2283,40844,0.15,0.06,9.73
2284,40861,0.15,0.08,9.48
2285,40881,0.21,0.15,9.37
2286,40898,0.19,0.02,9.73
2287,40914,0.25,0.06,9.58
2288,40930,0.29,0.02,9.9
2289,40947,0.17,0.06,9.56
2290,40963,0.11,0.02,9.77
2291,40980,0.31,0.0,9.79
2292,40996,0.13,-0.02,9.66
2293,41013,0.17,0.08,9.48
2294,41029,0.21,0.08,9.62
2295,41046,0.11,0.13,9.5
2296,41062,0.11,0.04,9.67
2297,41082,0.17,0.13,9.71
2298,41099,0.31,0.23,9.18
2299,41115,0.11,0.19,9.41
2300,41132,0.21,0.15,9.56
2301,41148,0.15,0.1,9.85
2302,41165,0.13,0.08,9.89
2303,41181,0.17,0.1,9.73
2304,41197,0.19,0.13,9.62
2305,41213,0.19,0.13,9.45
2306,41229,0.15,0.23,9.67
2307,41246,0.17,0.1,9.5
2308,41266,0.17,-0.02,10.0
2309,41283,0.21,0.13,9.25
2310,41299,0.19,0.19,9.35
2311,41316,0.13,0.1,9.45
2312,41332,0.15,0.11,9.75
2313,41348,0.27,0.13,9.43
2314,41365,0.29,0.06,9.31
2315,41381,0.33,0.1,9.58
2316,41398,0.21,0.11,9.6
2317,41414,0.17,0.1,9.94
2318,41431,0.21,0.08,9.39
2319,41447,0.17,0.08,9.33
2320,41463,0.31,0.11,9.67
2321,41484,0.29,0.1,9.58
2322,41500,0.17,0.06,10.04
2323,41517,0.11,0.1,10.04
2324,41533,0.15,0.11,9.58
2325,41550,0.17,0.08,9.29
2326,41566,0.29,0.06,9.33
2327,41583,0.23,0.15,9.35
2328,41598,0.17,0.19,9.69
2329,41618,0.15,0.15,9.5
2330,41635,0.06,0.23,8.89
2331,41651,0.19,0.1,9.45
2332,41668,0.15,0.1,9.58
2333,41684,0.02,0.15,9.83
2334,41701,0.06,0.11,9.43
2335,41717,0.17,0.1,9.85
2336,41733,0.17,0.1,9.46
2337,41750,0.21,0.15,9.43
2338,41766,0.13,0.1,9.69
2339,41783,0.27,0.08,9.67
2340,41799,0.33,0.06,9.83
2341,41820,-0.06,0.19,9.6
2342,41836,0.19,0.11,9.52
